datetime,close,volume
2025-03-03 07:00:00,86160.0,2856.70424439
2025-03-04 07:00:00,87240.0,3206.20571035
2025-03-05 07:00:00,90611.0,1832.66540574
2025-03-06 07:00:00,89918.0,2169.68972472
2025-03-07 07:00:00,86759.0,3286.78015466
2025-03-08 07:00:00,86192.0,579.74911104
2025-03-09 07:00:00,80708.0,1710.18304857
2025-03-10 07:00:00,78561.0,2977.79268756
2025-03-11 07:00:00,82869.0,2656.56371178
2025-03-12 07:00:00,83620.0,2465.05094531
2025-03-13 07:00:00,81079.0,1830.00089168
2025-03-14 07:00:00,83975.0,1986.99511377
2025-03-15 07:00:00,84347.0,486.19028212
2025-03-16 07:00:00,82555.0,1178.20234353
2025-03-17 07:00:00,84058.0,1198.89639605
2025-03-18 07:00:00,82715.0,1290.21505333
2025-03-19 07:00:00,86868.0,1926.60953491
2025-03-20 07:00:00,84158.0,1877.13235545
2025-03-21 07:00:00,84061.0,1146.50782993
2025-03-22 07:00:00,83823.0,316.86484991
2025-03-23 07:00:00,86084.0,649.91397891
2025-03-24 07:00:00,87512.0,1888.33413141
2025-03-25 07:00:00,87436.0,2134.77215325
2025-03-26 07:00:00,86913.0,1552.96647994
2025-03-27 07:00:00,87219.0,1289.3728971
2025-03-28 07:00:00,84379.0,1392.27485103
2025-03-29 07:00:00,82608.0,745.3934536
2025-03-30 07:00:00,82359.0,840.38263469
2025-03-31 07:00:00,82538.0,1937.33717669
2025-04-01 07:00:00,85170.0,1504.00240153
2025-04-02 07:00:00,82502.0,2861.64666347
2025-04-03 07:00:00,83132.0,1777.45240819
2025-04-04 07:00:00,83851.0,2005.88282699
2025-04-05 07:00:00,83507.0,518.1818543
2025-04-06 07:00:00,78342.0,2165.48130222
2025-04-07 07:00:00,79127.0,4083.99710956
2025-04-08 07:00:00,76244.0,2245.5090104
2025-04-09 07:00:00,82595.0,4038.27621051
2025-04-10 07:00:00,79543.0,1564.07737754
2025-04-11 07:00:00,83384.0,1728.84098877
2025-04-12 07:00:00,85274.0,847.63757574
2025-04-13 07:00:00,83712.0,1210.92223051
2025-04-14 07:00:00,84583.0,1425.88175716
2025-04-15 07:00:00,83686.0,1162.91179825
2025-04-16 07:00:00,84046.0,1593.44839937
2025-04-17 07:00:00,84954.0,1119.58782405
2025-04-18 07:00:00,84468.0,323.24096242
2025-04-19 07:00:00,85069.0,631.49083813
2025-04-20 07:00:00,85198.0,462.80974618
2025-04-21 07:00:00,87505.0,2179.81586603
2025-04-22 07:00:00,93481.0,2859.44788799
2025-04-23 07:00:00,93730.0,2422.80255718
2025-04-24 07:00:00,94010.0,1192.7081751
2025-04-25 07:00:00,94726.0,2287.68750103
2025-04-26 07:00:00,94662.0,518.68073079
2025-04-27 07:00:00,93769.0,582.20526798
2025-04-28 07:00:00,95041.0,1571.43868511
2025-04-29 07:00:00,94285.0,877.67378025
2025-04-30 07:00:00,94181.0,1384.2436258
2025-05-01 07:00:00,96535.0,1742.18663518
2025-05-02 07:00:00,96925.0,919.03987289
2025-05-03 07:00:00,95916.0,696.37418877
2025-05-04 07:00:00,94316.0,562.77317581
2025-05-05 07:00:00,94725.0,936.93369617
2025-05-06 07:00:00,96814.0,1074.63503655
2025-05-07 07:00:00,97054.0,1333.27237851
2025-05-08 07:00:00,103261.0,2303.46314389
2025-05-09 07:00:00,102991.0,1336.08590855
2025-05-10 07:00:00,104809.0,624.26506624
2025-05-11 07:00:00,104129.0,718.36832309
2025-05-12 07:00:00,102796.0,1914.47205431
2025-05-13 07:00:00,104135.0,1432.50405705
2025-05-14 07:00:00,103531.0,1171.49377037
2025-05-15 07:00:00,103793.0,1339.09330148
2025-05-16 07:00:00,103506.0,994.76037696
2025-05-17 07:00:00,103153.0,459.80988884
2025-05-18 07:00:00,106520.0,905.17939556
2025-05-19 07:00:00,105622.0,1677.9321234
2025-05-20 07:00:00,106855.0,1462.42485262
2025-05-21 07:00:00,109682.0,2430.79413683
2025-05-22 07:00:00,111743.0,1375.74025669
2025-05-23 07:00:00,107329.0,1588.22862639
2025-05-24 07:00:00,107799.0,577.06680579
2025-05-25 07:00:00,109068.0,908.97625311
2025-05-26 07:00:00,109468.0,736.73662452
2025-05-27 07:00:00,108980.0,1296.61250535
2025-05-28 07:00:00,107811.0,1079.82738975
2025-05-29 07:00:00,105578.0,1431.77890157
2025-05-30 07:00:00,104034.0,1212.02536469
2025-05-31 07:00:00,104646.0,483.31138627
2025-06-01 07:00:00,105705.0,648.06747831
2025-06-02 07:00:00,105905.0,941.7313758
2025-06-03 07:00:00,105454.0,924.42389243
2025-06-04 07:00:00,104745.0,791.94847355
2025-06-05 07:00:00,101559.0,1374.3295089
2025-06-06 07:00:00,104393.0,1474.94148302
2025-06-07 07:00:00,105619.0,613.87145578
2025-06-08 07:00:00,105792.0,353.13072588
2025-06-09 07:00:00,110307.0,1163.27877626
2025-06-10 07:00:00,110292.0,920.65276216
2025-06-11 07:00:00,108678.0,717.4883123
2025-06-12 07:00:00,105731.0,855.76506249
2025-06-13 07:00:00,106118.0,1268.16488329
2025-06-14 07:00:00,105464.0,516.90004886
2025-06-15 07:00:00,105617.0,487.58970132
2025-06-16 07:00:00,106829.0,932.05599039
2025-06-17 07:00:00,104584.0,1157.65258947
2025-06-18 07:00:00,104922.0,971.05031921
2025-06-19 07:00:00,104688.0,464.84582604
2025-06-20 07:00:00,103316.0,971.51619457
2025-06-21 07:00:00,102139.0,817.52134527
2025-06-22 07:00:00,101015.0,1366.05281274
2025-06-23 07:00:00,105464.0,1771.47809411
2025-06-24 07:00:00,106131.0,1158.17542632
2025-06-25 07:00:00,107418.0,1202.13073102
2025-06-26 07:00:00,107004.0,791.37974938
2025-06-27 07:00:00,107100.0,1286.60711501
2025-06-28 07:00:00,107348.0,204.99976689
2025-06-29 07:00:00,108384.0,526.42907649
2025-06-30 07:00:00,107179.0,809.671168
2025-07-01 07:00:00,105709.0,918.59180036
2025-07-02 07:00:00,108885.0,910.95167606
2025-07-03 07:00:00,109648.0,902.39480928
2025-07-04 07:00:00,108033.0,607.8822874
2025-07-05 07:00:00,108240.0,219.21691172
2025-07-06 07:00:00,109233.0,420.08244319
2025-07-07 07:00:00,108287.0,708.46503563
2025-07-08 07:00:00,108947.0,675.68853213
2025-07-09 07:00:00,111287.0,1206.43502216
2025-07-10 07:00:00,116031.0,1983.52144626
2025-07-11 07:00:00,117579.0,1872.27005924
2025-07-12 07:00:00,117464.0,657.61118852
2025-07-13 07:00:00,119135.0,699.60199797
2025-07-14 07:00:00,119879.0,2008.67990115
2025-07-15 07:00:00,117769.0,5844.5567311
2025-07-16 07:00:00,118718.0,1446.65793099
2025-07-17 07:00:00,119275.0,1630.82389973
2025-07-18 07:00:00,118022.0,1825.06401069
2025-07-19 07:00:00,117916.0,499.25171162
2025-07-20 07:00:00,117339.0,615.19846734
2025-07-21 07:00:00,117437.0,1334.501578
2025-07-22 07:00:00,120011.0,1298.08983461
2025-07-23 07:00:00,118813.0,980.23169548
2025-07-24 07:00:00,118347.0,1079.42129756
2025-07-25 07:00:00,117653.0,5661.93875187
2025-07-26 07:00:00,117962.0,618.43322749
2025-07-27 07:00:00,119469.0,579.57477524
2025-07-28 07:00:00,118051.0,1062.35173486
2025-07-29 07:00:00,117926.0,1161.32333055
2025-07-30 07:00:00,117834.0,1043.63562888
2025-07-31 07:00:00,115750.0,1022.71220262
2025-08-01 07:00:00,113243.0,2329.78743891
2025-08-02 07:00:00,112522.0,1093.67089437
2025-08-03 07:00:00,114226.0,757.70817537
2025-08-04 07:00:00,115051.0,933.27650923
2025-08-05 07:00:00,114133.0,941.80637472
2025-08-06 07:00:00,115030.0,1202.63711783
2025-08-07 07:00:00,117515.0,1438.89707654
2025-08-08 07:00:00,116675.0,1599.13538797
2025-08-09 07:00:00,116495.0,985.99079289
2025-08-10 07:00:00,119310.0,1018.22600871
2025-08-11 07:00:00,118712.0,2061.10604385
2025-08-12 07:00:00,120107.0,1834.33255284
2025-08-13 07:00:00,123360.0,2624.51093464
2025-08-14 07:00:00,118394.0,2568.14323965
2025-08-15 07:00:00,117446.0,1480.94500475
2025-08-16 07:00:00,117460.0,818.55779223
2025-08-17 07:00:00,117490.0,822.50240192
2025-08-18 07:00:00,116265.0,1938.43650897
2025-08-19 07:00:00,112870.0,1676.74821297
2025-08-20 07:00:00,114263.0,2261.15590441
2025-08-21 07:00:00,112472.0,1865.84099631
2025-08-22 07:00:00,116891.0,2747.02375092
2025-08-23 07:00:00,115392.0,1011.7640787
2025-08-24 07:00:00,113478.0,1706.85921657
2025-08-25 07:00:00,110136.0,2458.05879872
2025-08-26 07:00:00,111788.0,1921.06840005
2025-08-27 07:00:00,111273.0,1115.69227815
2025-08-28 07:00:00,112581.0,1313.3616046
2025-08-29 07:00:00,108362.0,1977.32412474
2025-08-30 07:00:00,108827.0,790.83013066
2025-08-31 07:00:00,108269.0,747.36779711
2025-09-01 07:00:00,109244.0,1584.0617969
2025-09-02 07:00:00,111238.0,2118.59744567
2025-09-03 07:00:00,111759.0,2089.17921268
2025-09-04 07:00:00,110747.0,1931.55865495
2025-09-05 07:00:00,110669.0,2214.24201717
2025-09-06 07:00:00,110223.0,753.36082686
2025-09-07 07:00:00,111144.0,1147.75813028
2025-09-08 07:00:00,112098.0,1382.32507241
2025-09-09 07:00:00,111531.0,1444.08044039
2025-09-10 07:00:00,113988.0,1623.88652527
2025-09-11 07:00:00,115533.0,1488.7439821
2025-09-12 07:00:00,116108.0,2158.42031268
2025-09-13 07:00:00,115981.0,637.92000888
2025-09-14 07:00:00,115342.0,709.05366747
2025-09-15 07:00:00,115387.0,1496.62005441
2025-09-16 07:00:00,116837.0,1255.43431844
2025-09-17 07:00:00,116477.0,2153.84805045
2025-09-18 07:00:00,117125.0,2093.19820754
2025-09-19 07:00:00,115702.0,1802.70990238
2025-09-20 07:00:00,115759.0,1111.98890244
2025-09-21 07:00:00,115292.0,789.19772796
2025-09-22 07:00:00,112741.0,1951.76217647
2025-09-23 07:00:00,112025.0,1468.03878727
2025-09-24 07:00:00,113339.0,1320.90667792
2025-09-25 07:00:00,109021.0,2615.38867011
2025-09-26 07:00:00,109696.0,1849.1098284
2025-09-27 07:00:00,109679.0,475.39719794
2025-09-28 07:00:00,112203.0,789.14477935
2025-09-29 07:00:00,114379.0,1866.13986072
2025-09-30 07:00:00,114065.0,1873.80348877
2025-10-01 07:00:00,118668.0,2297.03276139
2025-10-02 07:00:00,120612.0,2079.67690093
2025-10-03 07:00:00,122308.0,3097.07232266
2025-10-04 07:00:00,122441.0,628.47218404
2025-10-05 07:00:00,123519.0,1675.31764003
2025-10-06 07:00:00,124728.0,2416.9019815
2025-10-07 07:00:00,121395.0,2470.10489687
2025-10-08 07:00:00,123345.0,2511.13170614
2025-10-09 07:00:00,121695.0,2339.50892075
2025-10-10 07:00:00,112996.0,4713.81894506
2025-10-11 07:00:00,110764.0,2954.91390717
2025-10-12 07:00:00,115090.0,2969.34386191
2025-10-13 07:00:00,115265.0,1947.58068078
2025-10-14 07:00:00,113078.0,2253.66732902
2025-10-15 07:00:00,110804.0,2023.01367329
2025-10-16 07:00:00,108206.0,3004.36833057
2025-10-17 07:00:00,106476.0,4616.53928421
2025-10-18 07:00:00,107220.0,852.54214319
2025-10-19 07:00:00,108684.0,2023.09215463
2025-10-20 07:00:00,110580.0,2416.65967333
2025-10-21 07:00:00,108372.0,4329.34460736
2025-10-22 07:00:00,107595.0,2975.12108444
2025-10-23 07:00:00,110111.0,1735.25029935
2025-10-24 07:00:00,111039.0,1412.66498963
2025-10-25 07:00:00,111668.0,461.82280861
2025-10-26 07:00:00,114551.0,953.26306913
2025-10-27 07:00:00,114101.0,1510.94576228
2025-10-28 07:00:00,112925.0,1399.09795113
2025-10-29 07:00:00,110038.0,1666.55640703
2025-10-30 07:00:00,108306.0,2488.83005714
2025-10-31 07:00:00,109554.0,1789.04697521
2025-11-01 07:00:00,110047.0,566.13804885
2025-11-02 07:00:00,110530.0,971.54551341
2025-11-03 07:00:00,106548.0,2920.15812883
2025-11-04 07:00:00,101466.0,5333.62771462
2025-11-05 07:00:00,103865.0,2852.79270552
2025-11-06 07:00:00,101284.0,2708.2653504
2025-11-07 07:00:00,103275.0,2790.81081749
2025-11-08 07:00:00,102286.0,1224.83513732
2025-11-09 07:00:00,104705.0,1718.06176241
2025-11-10 07:00:00,105972.0,1858.36208442
2025-11-11 07:00:00,103015.0,1836.8384477
2025-11-12 07:00:00,101635.0,1780.49932854
2025-11-13 07:00:00,99618.0,3368.45121018
2025-11-14 07:00:00,94509.0,6238.9236664
2025-11-15 07:00:00,95539.0,1766.66154855
2025-11-16 07:00:00,94187.0,2865.93071437
2025-11-17 07:00:00,92102.0,4149.83016963
2025-11-18 07:00:00,92911.0,4742.04243662
2025-11-19 07:00:00,91474.0,3769.12562257
2025-11-20 07:00:00,86527.0,5180.9142115
2025-11-21 07:00:00,85060.0,8467.35355799
2025-11-22 07:00:00,84679.0,2384.78905136
2025-11-23 07:00:00,86803.0,2773.78769575
2025-11-24 07:00:00,88277.0,4092.88381218
2025-11-25 07:00:00,87331.0,2871.1718489
2025-11-26 07:00:00,90477.0,2971.04093074
2025-11-27 07:00:00,91325.0,1908.75344376
2025-11-28 07:00:00,90913.0,2305.89418342
